iter	Passed	Remaining
242	39737	123790
243	39891	123597
244	39995	123251
245	40092	122884
246	40188	122518
247	40299	122198
248	40403	121858
249	40499	121499
250	40607	121174
251	40710	120838
252	40795	120451
253	40891	120098
254	40990	119756
255	41096	119437
256	41185	119070
257	41272	118697
258	41376	118378
259	41543	118239
260	41693	118050
261	41784	117697
262	41890	117389
263	42001	117095
264	42083	116721
265	42173	116374
266	42260	116019
267	42353	115682
268	42454	115367
269	42551	115047
270	42636	114694
271	42741	114397
272	42830	114058
273	42913	113704
274	43002	113369
275	43075	112995
276	43161	112655
277	43241	112303
278	43339	112000
279	43427	111670
280	43516	111346
281	43600	111011
282	43678	110663
283	43767	110342
284	43850	110009
285	43943	109705
286	44028	109379
287	44153	109157
288	44286	108953
289	44427	108771
290	44528	108491
291	44607	108157
292	44701	107862
293	44794	107566
294	44903	107312
295	45002	107032
296	45108	106771
297	45212	106506
298	45319	106250
299	45418	105975
300	45524	105719
301	45613	105424
302	45737	105211
303	45843	104957
304	45924	104647
305	46006	104342
306	46083	104026
307	46179	103754
308	46268	103466
309	46356	103179
310	46439	102884
311	46540	102626
312	46629	102346
313	46710	102048
314	46803	101778
315	46882	101479
316	46979	101220
317	47068	100946
318	47147	100649
319	47240	100385
320	47335	100127
321	47431	99871
322	47513	99587
323	47604	99323
324	47676	99020
325	47852	98934
326	48019	98830
327	48143	98635
328	48252	98412
329	48339	98144
330	48426	97876
331	48536	97657
332	48644	97436
333	48737	97182
334	48831	96933
335	48936	96707
336	49036	96472
337	49154	96272
338	49244	96018
339	49339	95776
340	49431	95529
341	49519	95275
342	49610	95026
343	49724	94823
344	49836	94616
345	49929	94376
346	50017	94125
347	50109	93884
348	50202	93644
349	50306	93426
350	50389	93169
351	50504	92973
352	50788	93088
353	50974	93020
354	51131	92900
355	51323	92844
356	51447	92663
357	51603	92540
358	51726	92358
359	51822	92128
360	51910	91886
361	51994	91636
362	52098	91423
363	52180	91172
364	52277	90949
365	52388	90748
366	52495	90544
367	52595	90327
368	52690	90102
369	52789	89885
370	52871	89639
371	52954	89395
372	53027	89137
373	53105	88887
374	53175	88625
375	53251	88374
376	53346	88155
377	53458	87966
378	53624	87864
379	53781	87748
380	53921	87604
381	54124	87562
382	54266	87422
383	54445	87339
384	54608	87231
385	54749	87089
386	54898	86958
387	55007	86763
388	55169	86654
389	55330	86542
390	55432	86338
391	55536	86137
392	55629	85922
393	55738	85729
394	55839	85526
395	55929	85307
396	56029	85102
397	56118	84882
398	56210	84668
399	56312	84469
400	56414	84270
401	56524	84083
402	56643	83911
403	56749	83720
404	56841	83507
405	56938	83303
406	57031	83094
407	57116	82874
408	57202	82656
409	57304	82462
410	57402	82263
411	57484	82040
412	57651	81940
413	57863	81903
414	58088	81883
415	58312	81861
416	58469	81745
417	58632	81636
418	58832	81579
419	59035	81524
420	59167	81373
421	59347	81286
422	59529	81202
423	59698	81099
424	59908	81052
425	60043	80903
426	60183	80760
427	60296	80582
428	60407	80402
429	60515	80217
430	60607	80013
431	60725	79843
432	60831	79657
433	60939	79474
434	61049	79294
435	61183	79145
436	61327	79010
437	61465	78866
438	61567	78677
439	61712	78542
440	61833	78378
441	61962	78223
442	62085	78062
443	62227	77924
444	62360	77775
445	62520	77659
446	62632	77485
447	62736	77299
448	62828	77101
449	62902	76880
450	62997	76686
451	63081	76479
452	63202	76317
453	63330	76163
454	63434	75981
455	63548	75812
456	63662	75642
457	63780	75477
458	63854	75261
459	63953	75075
460	64064	74903
461	64165	74721
462	64258	74528
463	64363	74351
464	64483	74190
465	64586	74011
466	64671	73811
467	64754	73609
468	64863	73438
469	64955	73248
470	65050	73060
471	65133	72861
472	65224	72670
473	65305	72470
474	65389	72272
475	65476	72078
476	65568	71891
477	65655	71699
478	65755	71520
479	65874	71364
480	65997	71211
481	66079	71015
482	66161	70819
483	66249	70629
484	66331	70434
485	66434	70261
486	66511	70061
487	66614	69890
488	66701	69702
489	66777	69502
490	66863	69314
491	66948	69125
492	67026	68930
493	67113	68743
494	67199	68557
495	67271	68356
496	67345	68158
497	67426	67968
498	67517	67787
499	67600	67600
500	67695	67425
501	67776	67236
502	67861	67052
503	67957	66878
504	68045	66698
505	68124	66509
506	68211	66327
507	68304	66152
508	68385	65966
509	68467	65782
510	68566	65614
511	68680	65460
512	68774	65289
513	68869	65117
514	68973	64955
515	69240	64946
516	69515	64943
517	69769	64920
518	69940	64819
519	70119	64725
520	70336	64666
521	70672	64715
522	71203	64940
523	71517	64966
524	71756	64922
525	71950	64837
526	72062	64678
527	72150	64497
528	72231	64311
529	72316	64129
530	72396	63943
531	72497	63775
532	72592	63603
533	72694	63437
534	72794	63269
535	72883	63093
536	72965	62910
537	73042	62724
538	73136	62552
539	73224	62376
540	73301	62191
541	73558	62158
542	73690	62019
543	73780	61845
544	73859	61662
545	73946	61486
546	74070	61341
547	74158	61167
548	74253	60998
549	74355	60835
550	74444	60663
551	74522	60482
552	74623	60319
553	74721	60154
554	74853	60017
555	74976	59873
556	75090	59721
557	75195	59563
558	75292	59399
559	75436	59271
560	75577	59141
561	75702	58999
562	75812	58845
563	75934	58700
564	76044	58547
565	76155	58394
566	76246	58227
567	76350	58069
568	76458	57915
569	76613	57796
570	76737	57654
571	76837	57493
572	76964	57353
573	77091	57214
574	77181	57047
575	77273	56882
576	77370	56720
577	77463	56556
578	77549	56387
579	77649	56229
580	77743	56065
581	77861	55921
582	77993	55786
583	78153	55671
584	78345	55578
585	78499	55458
586	78671	55351
587	78799	55213
588	78923	55072
589	79048	54932
590	79166	54786
591	79279	54638
592	79381	54482
593	79501	54339
594	79621	54195
595	79716	54035
596	79843	53897
597	79947	53743
598	80062	53597
599	80160	53440
600	80283	53299
601	80404	53157
602	80527	53017
603	80625	52860
604	80739	52713
605	80847	52564
606	80979	52430
607	81078	52274
608	81200	52133
609	81308	51984
610	81426	51841
611	81544	51697
612	81657	51552
613	81779	51411
614	81881	51259
615	81986	51108
616	82100	50963
617	82201	50810
618	82297	50654
619	82400	50503
620	82513	50358
621	82612	50204
622	82721	50058
623	82828	49909
624	82932	49759
625	83071	49630
626	83167	49475
627	83283	49333
628	83391	49186
629	83508	49044
630	83596	48886
631	83691	48731
632	83795	48582
633	83890	48429
634	84002	48284
635	84114	48140
636	84238	48003
637	84348	47859
638	84459	47715
639	84564	47567
640	84662	47416
641	84765	47268
642	84887	47130
643	84987	46980
644	85096	46836
645	85189	46683
646	85294	46536
647	85418	46400
648	85512	46247
649	85622	46104
650	85715	45951
651	85805	45798
652	85905	45649
653	86007	45502
654	86096	45348
655	86204	45204
656	86297	45053
657	86397	44905
658	86659	44842
659	86895	44764
660	87088	44664
661	87387	44617
662	87522	44487
663	87699	44378
664	87857	44258
665	88009	44137
666	88162	44015
667	88265	43868
668	88475	43774
669	88659	43667
670	88901	43589
671	89063	43471
672	89359	43418
673	89665	43369
674	89852	43262
675	90221	43242
676	90410	43135
677	90632	43043
678	90914	42980
679	91095	42868
680	91245	42741
681	91389	42612
682	91532	42482
683	91659	42345
684	91786	42208
685	91903	42066
686	92019	41924
687	92137	41783
688	92242	41636
689	92563	41586
690	92793	41495
691	92915	41355
692	93124	41254
693	93345	41157
694	93444	41008
695	93605	40885
696	93739	40750
697	93858	40609
698	94016	40484
699	94251	40393
700	94401	40265
701	94540	40132
702	94676	39998
703	94814	39865
704	94929	39722
705	95270	39673
706	95495	39576
707	95678	39460
708	95834	39334
709	96006	39213
710	96241	39119
711	96532	39046
712	96782	38957
713	97006	38857
714	97219	38751
715	97452	38654
716	97685	38556
717	97937	38465
718	98199	38378
719	98428	38277
720	98574	38144
721	98685	37997
722	98804	37854
723	98913	37707
724	99020	37559
725	99214	37444
726	99375	37317
727	99491	37172
728	99607	37028
729	99733	36887
730	99910	36766
731	100056	36632
732	100188	36494
733	100311	36352
734	100430	36209
735	100577	36076
736	100718	35941
737	100868	35809
738	100977	35663
739	101096	35520
740	101236	35384
741	101368	35246
742	101479	35101
743	101598	34958
744	101713	34814
745	101851	34678
746	101977	34538
747	102111	34401
748	102260	34269
749	102396	34132
750	102524	33992
751	102644	33850
752	102763	33708
753	102879	33565
754	103003	33424
755	103119	33281
756	103239	33140
757	103450	33027
758	103599	32895
759	103704	32748
760	103842	32612
761	103958	32470
762	104106	32337
763	104225	32195
764	104338	32051
765	104449	31907
766	104596	31774
767	104728	31636
768	104844	31494
769	104949	31348
770	105067	31206
771	105214	31073
772	105360	30940
773	105579	30828
774	105802	30716
775	105963	30587
776	106150	30465
777	106359	30349
778	106550	30227
779	106726	30102
780	106906	29977
781	107177	29878
782	107466	29783
783	107764	29690
784	107902	29552
785	108078	29425
786	108240	29295
787	108409	29166
788	108548	29028
789	108717	28899
790	108906	28775
791	109051	28639
792	109193	28503
793	109400	28383
794	109597	28260
795	109809	28142
796	109968	28009
797	110133	27878
798	110400	27772
799	110643	27660
800	110939	27561
801	111189	27450
802	111356	27319
803	111517	27185
804	111659	27048
805	111819	26914
806	111959	26775
807	112095	26636
808	112254	26502
809	112395	26364
810	112537	26226
811	112680	26088
812	112809	25947
813	112983	25816
814	113112	25675
815	113272	25541
816	113412	25403
817	113568	25268
818	113748	25138
819	113993	25022
820	114248	24909
821	114429	24779
822	114586	24643
823	114762	24512
824	114919	24376
825	115083	24242
826	115259	24111
827	115453	23983
828	115616	23848
829	115797	23717
830	115991	23589
831	116158	23455
832	116406	23337
833	116579	23204
834	116733	23067
835	116902	22933
836	117068	22798
837	117240	22664
838	117431	22534
839	117580	22396
840	117734	22258
841	117892	22122
842	118057	21987
843	118237	21854
844	118474	21731
845	118641	21596
846	118820	21463
847	118977	21326
848	119132	21188
849	119325	21057
850	119493	20921
851	119665	20786
852	119843	20652
853	119982	20512
854	120138	20374
855	120330	20242
856	120501	20107
857	120654	19968
858	120830	19833
859	121045	19705
860	121292	19581
861	121486	19449
862	121672	19315
863	121969	19198
864	122103	19056
865	122348	18931
866	122562	18801
867	122797	18674
868	123031	18546
869	123232	18414
870	123394	18275
871	123533	18133
872	123745	18001
873	123929	17866
874	124088	17726
875	124264	17589
876	124392	17446
877	124526	17303
878	124662	17160
879	124787	17016
880	124933	16875
881	125094	16736
882	125218	16591
883	125362	16450
884	125470	16304
885	125589	16159
886	125699	16013
887	125812	15868
888	125909	15721
889	126017	15575
890	126132	15430
891	126250	15285
892	126386	15143
893	126518	15001
894	126676	14861
895	126816	14719
896	126939	14576
897	127067	14433
898	127208	14291
899	127338	14148
900	127479	14007
901	127598	13863
902	127682	13715
903	127830	13574
904	127926	13428
905	128097	13290
906	128210	13146
907	128315	13001
908	128421	12856
909	128535	12712
910	128630	12566
911	128746	12422
912	128853	12278
913	128971	12135
914	129080	11991
915	129190	11847
916	129292	11702
917	129396	11558
918	129485	11412
919	129590	11268
920	129708	11125
921	129837	10984
922	129939	10840
923	130039	10695
924	130141	10552
925	130276	10410
926	130396	10268
927	130480	10123
928	130603	9981
929	130691	9836
930	130792	9693
931	130883	9549
932	130982	9406
933	131084	9262
934	131182	9119
935	131306	8978
936	131412	8835
937	131511	8692
938	131625	8550
939	131722	8407
940	131826	8265
941	131929	8123
942	132043	7981
943	132140	7838
944	132245	7696
945	132384	7556
946	132503	7415
947	132611	7274
948	132716	7132
949	132826	6990
950	132934	6849
951	133156	6713
952	133316	6574
953	133457	6435
954	133552	6293
955	133655	6151
956	133774	6010
957	133880	5869
958	134050	5731
959	134202	5591
960	134310	5450
961	134427	5310
962	134558	5169
963	134706	5030
964	135062	4898
965	135281	4761
966	135690	4630
967	135877	4491
968	136004	4351
969	136104	4209
970	136244	4069
971	136400	3929
972	136522	3788
973	136619	3646
974	136746	3506
975	136873	3365
976	137100	3227
977	137224	3086
978	137341	2946
979	137462	2805
980	137634	2665
981	137873	2527
982	138007	2386
983	138236	2247
984	138518	2109
985	138784	1970
986	138998	1830
987	139270	1691
988	139475	1551
989	139829	1412
990	140099	1272
991	140356	1131
992	140618	991
993	140821	850
994	141030	708
995	141210	567
996	141386	425
997	141603	283
998	141764	141
999	141928	0
